1682,http://www.Department1.University0.edu/AssistantProfessor1,AssistantProfessor1,AssistantProfessor1@Department1.University0.edu,xxx-xxx-xxxx,Research8
2888,http://www.Department10.University0.edu/AssistantProfessor5,AssistantProfessor5,AssistantProfessor5@Department10.University0.edu,xxx-xxx-xxxx,Research18
4154,http://www.Department11.University0.edu/AssistantProfessor6,AssistantProfessor6,AssistantProfessor6@Department11.University0.edu,xxx-xxx-xxxx,Research29
5397,http://www.Department12.University0.edu/AssistantProfessor7,AssistantProfessor7,AssistantProfessor7@Department12.University0.edu,xxx-xxx-xxxx,Research22
6514,http://www.Department13.University0.edu/AssistantProfessor8,AssistantProfessor8,AssistantProfessor8@Department13.University0.edu,xxx-xxx-xxxx,Research17
8639,http://www.Department2.University0.edu/AssistantProfessor1,AssistantProfessor1,AssistantProfessor1@Department2.University0.edu,xxx-xxx-xxxx,Research22
9719,http://www.Department3.University0.edu/AssistantProfessor5,AssistantProfessor5,AssistantProfessor5@Department3.University0.edu,xxx-xxx-xxxx,Research19
10803,http://www.Department4.University0.edu/AssistantProfessor7,AssistantProfessor7,AssistantProfessor7@Department4.University0.edu,xxx-xxx-xxxx,Research7
12996,http://www.Department6.University0.edu/AssistantProfessor1,AssistantProfessor1,AssistantProfessor1@Department6.University0.edu,xxx-xxx-xxxx,Research14
13967,http://www.Department7.University0.edu/AssistantProfessor5,AssistantProfessor5,AssistantProfessor5@Department7.University0.edu,xxx-xxx-xxxx,Research13
15157,http://www.Department8.University0.edu/AssistantProfessor7,AssistantProfessor7,AssistantProfessor7@Department8.University0.edu,xxx-xxx-xxxx,Research25
16330,http://www.Department9.University0.edu/AssistantProfessor8,AssistantProfessor8,AssistantProfessor8@Department9.University0.edu,xxx-xxx-xxxx,Research24
18223,http://www.Department1.University1.edu/AssistantProfessor0,AssistantProfessor0,AssistantProfessor0@Department1.University1.edu,xxx-xxx-xxxx,Research29
19401,http://www.Department10.University1.edu/AssistantProfessor2,AssistantProfessor2,AssistantProfessor2@Department10.University1.edu,xxx-xxx-xxxx,Research23
20459,http://www.Department11.University1.edu/AssistantProfessor3,AssistantProfessor3,AssistantProfessor3@Department11.University1.edu,xxx-xxx-xxxx,Research5
21313,http://www.Department12.University1.edu/AssistantProfessor7,AssistantProfessor7,AssistantProfessor7@Department12.University1.edu,xxx-xxx-xxxx,Research3
23703,http://www.Department14.University1.edu/AssistantProfessor1,AssistantProfessor1,AssistantProfessor1@Department14.University1.edu,xxx-xxx-xxxx,Research15
24787,http://www.Department15.University1.edu/AssistantProfessor3,AssistantProfessor3,AssistantProfessor3@Department15.University1.edu,xxx-xxx-xxxx,Research17
25990,http://www.Department16.University1.edu/AssistantProfessor5,AssistantProfessor5,AssistantProfessor5@Department16.University1.edu,xxx-xxx-xxxx,Research24
27227,http://www.Department17.University1.edu/AssistantProfessor6,AssistantProfessor6,AssistantProfessor6@Department17.University1.edu,xxx-xxx-xxxx,Research27
28322,http://www.Department18.University1.edu/AssistantProfessor7,AssistantProfessor7,AssistantProfessor7@Department18.University1.edu,xxx-xxx-xxxx,Research15
30446,http://www.Department3.University1.edu/AssistantProfessor2,AssistantProfessor2,AssistantProfessor2@Department3.University1.edu,xxx-xxx-xxxx,Research20
31703,http://www.Department4.University1.edu/AssistantProfessor3,AssistantProfessor3,AssistantProfessor3@Department4.University1.edu,xxx-xxx-xxxx,Research7
32712,http://www.Department5.University1.edu/AssistantProfessor5,AssistantProfessor5,AssistantProfessor5@Department5.University1.edu,xxx-xxx-xxxx,Research27
33969,http://www.Department6.University1.edu/AssistantProfessor7,AssistantProfessor7,AssistantProfessor7@Department6.University1.edu,xxx-xxx-xxxx,Research15
35154,http://www.Department7.University1.edu/AssistantProfessor8,AssistantProfessor8,AssistantProfessor8@Department7.University1.edu,xxx-xxx-xxxx,Research22
36334,http://www.Department8.University1.edu/AssistantProfessor9,AssistantProfessor9,AssistantProfessor9@Department8.University1.edu,xxx-xxx-xxxx,Research27
38420,http://www.Department0.University2.edu/AssistantProfessor2,AssistantProfessor2,AssistantProfessor2@Department0.University2.edu,xxx-xxx-xxxx,Research22
39424,http://www.Department1.University2.edu/AssistantProfessor6,AssistantProfessor6,AssistantProfessor6@Department1.University2.edu,xxx-xxx-xxxx,Research21
40567,http://www.Department10.University2.edu/AssistantProfessor9,AssistantProfessor9,AssistantProfessor9@Department10.University2.edu,xxx-xxx-xxxx,Research26
42669,http://www.Department12.University2.edu/AssistantProfessor2,AssistantProfessor2,AssistantProfessor2@Department12.University2.edu,xxx-xxx-xxxx,Research18
43848,http://www.Department13.University2.edu/AssistantProfessor3,AssistantProfessor3,AssistantProfessor3@Department13.University2.edu,xxx-xxx-xxxx,Research7
44987,http://www.Department14.University2.edu/AssistantProfessor4,AssistantProfessor4,AssistantProfessor4@Department14.University2.edu,xxx-xxx-xxxx,Research20
46027,http://www.Department15.University2.edu/AssistantProfessor6,AssistantProfessor6,AssistantProfessor6@Department15.University2.edu,xxx-xxx-xxxx,Research6
47880,http://www.Department3.University2.edu/AssistantProfessor0,AssistantProfessor0,AssistantProfessor0@Department3.University2.edu,xxx-xxx-xxxx,Research13
48951,http://www.Department4.University2.edu/AssistantProfessor4,AssistantProfessor4,AssistantProfessor4@Department4.University2.edu,xxx-xxx-xxxx,Research27
